Date,Close/Last,Volume,Open,High,Low
07/25/2024,$34.43,8502171,$34.41,$34.475,$33.685
07/24/2024,$34.43,3719517,$34.87,$35.03,$34.41
07/23/2024,$34.70,4358924,$35.15,$35.18,$34.565
07/22/2024,$35.38,3775645,$35.19,$35.59,$34.81
07/19/2024,$35.18,4494643,$35.56,$35.99,$35.17
07/18/2024,$35.64,6014939,$35.50,$36.105,$35.39
07/17/2024,$35.67,6631332,$36.00,$36.31,$35.22
07/16/2024,$35.96,5187594,$36.35,$36.39,$35.78
07/15/2024,$36.69,9269219,$36.15,$36.81,$35.95
07/12/2024,$35.53,6015935,$36.85,$36.94,$35.53
07/11/2024,$36.55,8397564,$36.19,$36.85,$35.86
07/10/2024,$36.03,2385659,$35.54,$36.07,$35.44
07/09/2024,$35.43,5045198,$35.70,$36.10,$35.42
07/08/2024,$35.99,1961434,$35.82,$36.20,$35.78
07/05/2024,$36.03,2774280,$36.59,$36.75,$35.92
07/03/2024,$36.35,2012969,$36.07,$36.87,$36.07
07/02/2024,$36.01,2759546,$36.23,$36.29,$35.745
07/01/2024,$35.90,2670328,$35.98,$36.47,$35.80
06/28/2024,$35.60,2887379,$35.97,$36.10,$35.40
06/27/2024,$35.66,2834618,$35.64,$35.90,$35.50
06/26/2024,$35.28,2295985,$35.44,$35.48,$34.99
06/25/2024,$35.44,5713271,$35.67,$35.67,$35.30
06/24/2024,$35.69,3585555,$34.80,$35.94,$34.56
06/21/2024,$34.48,3867513,$35.20,$35.20,$34.45
06/20/2024,$34.98,4219703,$34.65,$35.37,$34.46
06/18/2024,$34.44,7181956,$33.91,$35.11,$33.81
06/17/2024,$33.69,5468125,$33.51,$33.755,$33.04
06/14/2024,$33.97,7593876,$34.10,$34.14,$33.49
06/13/2024,$34.10,9253484,$35.10,$35.33,$33.96
06/12/2024,$35.37,7661134,$36.37,$36.575,$35.27
06/11/2024,$35.55,5916721,$35.35,$35.75,$34.73
06/10/2024,$35.455,3059092,$35.47,$35.74,$35.35
06/07/2024,$35.175,4785264,$35.62,$35.78,$35.115
06/06/2024,$35.895,4714562,$35.98,$36.10,$35.72
06/05/2024,$35.80,2479626,$36.015,$36.455,$35.76
06/04/2024,$35.86,4754466,$36.11,$36.165,$35.1122
06/03/2024,$36.625,4533322,$38.505,$38.505,$36.572
05/31/2024,$38.415,3535764,$38.085,$38.43,$37.90
05/30/2024,$37.89,2975190,$37.62,$38.315,$37.545
05/29/2024,$37.565,3621878,$38.59,$38.60,$37.27
05/28/2024,$38.735,3022332,$38.60,$38.8575,$38.265
05/24/2024,$38.305,2577236,$37.995,$38.575,$37.89
05/23/2024,$37.685,3727660,$38.195,$38.46,$37.48
05/22/2024,$37.71,5060254,$38.29,$38.32,$37.28
05/21/2024,$38.57,2271178,$38.46,$38.8025,$38.19
05/20/2024,$38.63,1517094,$38.585,$38.81,$38.50
05/17/2024,$38.535,2704684,$38.12,$38.595,$37.94
05/16/2024,$37.885,2228656,$38.17,$38.225,$37.74
05/15/2024,$38.015,2491940,$37.845,$38.12,$37.2775
05/14/2024,$37.935,4856346,$38.25,$38.415,$37.77
05/13/2024,$38.205,2844958,$38.575,$38.645,$38.124
05/10/2024,$38.26,4829888,$39.035,$39.20,$38.24
05/09/2024,$38.765,6339270,$38.68,$39.025,$38.60
05/08/2024,$38.55,3245210,$37.86,$38.605,$37.825
05/07/2024,$38.22,3645500,$37.975,$38.505,$37.87
05/06/2024,$37.985,2929330,$37.695,$38.255,$37.65
05/03/2024,$37.325,5505278,$37.87,$37.91,$37.095
05/02/2024,$37.43,5437274,$37.165,$37.915,$36.675
05/01/2024,$37.475,6447238,$37.875,$38.03,$37.325
04/30/2024,$37.91,4637846,$38.845,$38.845,$37.86
04/29/2024,$39.10,3217514,$39.105,$39.16,$38.6852
04/26/2024,$38.985,3198770,$39.00,$39.115,$38.475
04/25/2024,$38.67,5442668,$38.25,$38.88,$37.975
04/24/2024,$38.455,6192938,$38.56,$38.623,$38.21
04/23/2024,$38.535,6842736,$38.175,$38.60,$37.8659
04/22/2024,$38.385,8575480,$38.165,$38.775,$37.925
04/19/2024,$38.275,7484734,$38.375,$38.775,$38.25
04/18/2024,$38.415,4166522,$38.665,$38.85,$38.0325
04/17/2024,$38.61,8374326,$38.67,$39.3675,$38.335
04/16/2024,$38.695,11560580,$38.47,$39.145,$38.34
04/15/2024,$38.77,11984524,$39.725,$39.79,$38.555
04/12/2024,$39.615,12378098,$40.805,$41.005,$39.325
04/11/2024,$40.81,25464060,$41.29,$41.29,$39.90
04/10/2024,$41.16,7322074,$40.69,$41.255,$40.515
04/09/2024,$40.895,8161952,$40.565,$40.96,$40.205
04/08/2024,$40.41,9449894,$40.59,$40.625,$39.84
04/05/2024,$40.59,8398812,$39.965,$40.60,$39.4125
04/04/2024,$40.05,8741276,$39.89,$40.05,$39.56
04/03/2024,$39.69,3639038,$39.135,$39.86,$39.125
04/02/2024,$39.09,4432642,$38.855,$39.21,$38.4225
04/01/2024,$38.55,9214620,$38.48,$38.70,$37.945
03/28/2024,$38.16,4005170,$38.055,$38.28,$37.775
03/27/2024,$37.735,7323528,$37.375,$37.92,$37.245
03/26/2024,$37.55,4971092,$37.985,$37.995,$37.54
03/25/2024,$37.90,4441840,$37.125,$37.94,$37.125
03/22/2024,$37.05,3643448,$37.155,$37.185,$36.76
03/21/2024,$37.135,3623054,$36.95,$37.26,$36.81
03/20/2024,$36.895,2195556,$36.415,$36.925,$36.395
03/19/2024,$36.735,2587234,$36.55,$37.005,$36.55
03/18/2024,$36.705,4303746,$36.28,$36.7625,$36.195
03/15/2024,$36.30,4216480,$36.70,$36.875,$36.19
03/14/2024,$36.815,10661008,$36.745,$36.895,$36.57
03/13/2024,$36.96,8998800,$36.27,$37.10,$36.27
03/12/2024,$36.03,3205978,$36.105,$36.16,$35.82
03/11/2024,$36.07,6801350,$35.71,$36.075,$35.42
03/08/2024,$35.845,5527948,$36.085,$36.405,$35.515
03/07/2024,$36.06,5510916,$36.01,$36.595,$35.905
03/06/2024,$35.94,5130388,$36.24,$36.305,$35.665
03/05/2024,$35.655,6019948,$35.455,$36.195,$35.17
03/04/2024,$35.265,5085406,$35.895,$36.06,$35.245
03/01/2024,$36.035,11813746,$35.075,$36.41,$34.935
02/29/2024,$34.845,8704332,$33.65,$34.945,$33.58
02/28/2024,$33.115,5996224,$32.965,$33.215,$32.8975
02/27/2024,$33.055,7391888,$33.12,$33.405,$32.93
02/26/2024,$32.94,5329462,$32.54,$33.04,$32.44
02/23/2024,$32.66,5389168,$32.735,$32.95,$32.515
02/22/2024,$33.135,6750818,$32.43,$33.24,$32.35
02/21/2024,$32.53,5910580,$31.615,$32.61,$31.605
02/20/2024,$31.595,4769082,$31.525,$32.02,$31.39
02/16/2024,$31.56,3739300,$31.325,$31.685,$31.23
02/15/2024,$31.46,6881170,$30.05,$31.495,$30.05
02/14/2024,$30.03,6167772,$29.95,$30.17,$29.765
02/13/2024,$29.70,5798088,$30.375,$30.51,$29.455
02/12/2024,$30.52,4194210,$30.505,$30.6139,$30.2975
02/09/2024,$30.41,4423622,$30.345,$30.50,$30.175
02/08/2024,$30.29,8111718,$30.205,$30.445,$30.00
02/07/2024,$30.16,5745848,$30.45,$30.56,$29.94
02/06/2024,$30.485,5805544,$30.235,$30.565,$29.945
02/05/2024,$29.985,11890428,$30.285,$30.435,$29.66
02/02/2024,$30.325,14439832,$31.40,$31.585,$30.13
02/01/2024,$31.56,4311468,$32.095,$32.425,$31.51
01/31/2024,$31.995,3759890,$32.47,$32.555,$31.92
01/30/2024,$32.51,8594766,$31.74,$32.515,$31.735
01/29/2024,$31.925,6468642,$32.095,$32.34,$31.745
01/26/2024,$32.165,5723770,$32.23,$32.475,$31.755
01/25/2024,$32.215,4541752,$31.675,$32.22,$31.675
01/24/2024,$31.54,4220050,$31.665,$31.785,$31.285
01/23/2024,$31.35,3471582,$31.14,$31.695,$31.0825
01/22/2024,$31.195,10068672,$31.445,$31.465,$30.975
01/19/2024,$31.49,3962524,$31.295,$31.525,$31.14
01/18/2024,$31.295,7188548,$31.53,$31.555,$31.105
01/17/2024,$31.465,5648890,$31.39,$31.5125,$31.02
01/16/2024,$31.77,5626150,$32.635,$32.965,$31.73
01/12/2024,$32.60,9182094,$33.12,$33.295,$32.555
01/11/2024,$32.515,5728588,$32.695,$32.725,$32.245
01/10/2024,$32.285,6156678,$32.59,$32.85,$32.24
01/09/2024,$32.56,6719712,$32.885,$32.925,$32.31
01/08/2024,$32.735,5865004,$32.855,$32.975,$32.4295
01/05/2024,$33.535,2826918,$33.515,$33.795,$33.375
01/04/2024,$33.31,9271642,$33.895,$34.065,$33.1875
01/03/2024,$33.765,4227188,$32.67,$33.81,$32.615
01/02/2024,$32.87,3820082,$32.705,$33.06,$32.675
12/29/2023,$32.76,3157280,$32.69,$32.9599,$32.595
12/28/2023,$32.67,3533284,$33.035,$33.355,$32.66
12/27/2023,$33.275,5286802,$33.58,$33.68,$33.1525
12/26/2023,$33.775,4356082,$32.835,$34.03,$32.835
12/22/2023,$32.62,5782932,$32.76,$32.8825,$32.445
12/21/2023,$32.445,5979178,$31.93,$32.48,$31.885
12/20/2023,$31.905,8057096,$32.405,$32.89,$31.865
12/19/2023,$32.165,4112624,$31.83,$32.225,$31.675
12/18/2023,$31.66,7277900,$31.715,$32.09,$31.6275
12/15/2023,$31.20,10110068,$32.27,$32.375,$31.155
12/14/2023,$32.35,9510458,$32.37,$32.50,$31.9301
12/13/2023,$31.735,8128046,$30.875,$31.765,$30.7125
12/12/2023,$30.73,5009296,$30.775,$30.83,$30.245
12/11/2023,$31.24,5553970,$30.995,$31.33,$30.915
12/08/2023,$31.20,9272548,$30.785,$31.25,$30.6425
12/07/2023,$30.635,13535102,$31.25,$31.3375,$30.445
12/06/2023,$31.29,11385234,$32.93,$33.105,$31.28
12/05/2023,$33.175,4615484,$33.26,$33.585,$33.175
12/04/2023,$33.335,4597096,$33.525,$33.65,$33.1125
12/01/2023,$33.945,9129974,$33.49,$34.37,$33.445
11/30/2023,$33.40,6519392,$33.425,$33.84,$33.08
11/29/2023,$33.165,6279788,$32.825,$33.195,$32.63
11/28/2023,$32.68,5498364,$32.135,$32.795,$32.08
11/27/2023,$31.965,4806702,$32.54,$32.675,$31.94
11/24/2023,$32.66,1993670,$32.555,$33.00,$32.555
11/22/2023,$32.455,8065628,$32.155,$32.585,$31.8225
11/21/2023,$33.045,4246784,$33.205,$33.465,$33.00
11/20/2023,$33.415,5249704,$33.42,$33.705,$33.30
11/17/2023,$33.29,7798298,$32.38,$33.375,$32.365
11/16/2023,$31.965,6913460,$32.245,$32.325,$31.41
11/15/2023,$32.68,5879304,$33.075,$33.475,$32.64
11/14/2023,$33.16,8313748,$32.885,$33.25,$32.735
11/13/2023,$32.59,6562728,$32.235,$32.69,$32.20
11/10/2023,$32.29,5132402,$32.09,$32.30,$31.67
11/09/2023,$31.775,6907234,$31.585,$32.305,$31.54
11/08/2023,$31.195,8517880,$31.605,$31.70,$30.83
11/07/2023,$31.89,9957276,$32.725,$32.73,$31.85
11/06/2023,$33.25,6329098,$33.655,$34.005,$33.115
11/03/2023,$33.475,14668594,$33.88,$34.15,$33.475
11/02/2023,$33.96,9452634,$32.54,$34.025,$32.25
11/01/2023,$32.35,9748566,$31.88,$32.46,$31.585
10/31/2023,$31.765,3759876,$31.885,$32.045,$31.60
10/30/2023,$31.885,4099222,$31.755,$32.225,$31.60
10/27/2023,$31.725,3838510,$32.165,$32.36,$31.355
10/26/2023,$32.075,4020116,$31.825,$32.15,$31.535
10/25/2023,$32.14,4425984,$31.825,$32.17,$31.735
10/24/2023,$31.84,6267896,$32.505,$32.62,$31.6725
10/23/2023,$32.34,5511370,$32.50,$32.87,$32.245
10/20/2023,$32.72,4106602,$33.24,$33.385,$32.71
10/19/2023,$33.24,5386898,$33.25,$33.475,$32.9025
10/18/2023,$33.445,5113856,$33.775,$33.85,$33.205
10/17/2023,$33.545,6540480,$33.60,$33.725,$33.35
10/16/2023,$33.715,6198868,$33.50,$33.80,$33.075
10/13/2023,$33.38,7137900,$33.30,$33.52,$32.995
10/12/2023,$32.685,5614788,$32.955,$32.955,$32.45
10/11/2023,$32.60,5176514,$32.32,$32.66,$31.99
10/10/2023,$32.615,8996618,$32.515,$32.74,$32.09
10/09/2023,$32.515,7202296,$31.995,$32.969,$31.94
10/06/2023,$30.71,5990480,$30.28,$30.965,$29.85
10/05/2023,$30.235,6504060,$29.72,$30.495,$29.585
10/04/2023,$30.095,6885870,$31.125,$31.205,$30.08
10/03/2023,$31.63,3861552,$31.44,$31.685,$31.0925
10/02/2023,$31.555,10057000,$32.345,$32.345,$31.4325
09/29/2023,$32.335,7540148,$33.21,$33.3229,$32.28
09/28/2023,$33.065,6590200,$33.045,$33.615,$32.84
09/27/2023,$33.01,4474856,$32.73,$33.0325,$32.58
09/26/2023,$32.225,6547696,$31.42,$32.49,$31.275
09/25/2023,$31.625,5206428,$30.70,$31.645,$30.525
09/22/2023,$30.825,5500252,$31.305,$31.345,$30.70
09/21/2023,$30.825,6527044,$31.365,$31.455,$30.7534
09/20/2023,$31.415,6102052,$31.775,$32.1075,$31.40
09/19/2023,$31.945,3827194,$32.675,$32.675,$31.81
09/18/2023,$32.31,4043752,$32.50,$32.555,$32.12
09/15/2023,$32.14,3838788,$32.27,$32.44,$32.04
09/14/2023,$32.335,9573230,$32.335,$32.5525,$32.19
09/13/2023,$32.15,9202908,$32.35,$32.48,$31.885
09/12/2023,$32.365,5293322,$31.93,$32.405,$31.885
09/11/2023,$31.68,3648958,$32.705,$32.88,$31.62
09/08/2023,$32.475,10246768,$32.87,$33.09,$32.35
09/07/2023,$32.655,7055284,$32.635,$32.95,$32.50
09/06/2023,$32.695,5793142,$32.545,$32.90,$32.29
09/05/2023,$32.66,5066104,$32.69,$32.915,$32.525
09/01/2023,$32.46,5348694,$32.67,$32.785,$32.45
08/31/2023,$32.345,4830478,$32.30,$32.50,$32.131
08/30/2023,$32.12,5422856,$32.24,$32.515,$32.075
08/29/2023,$32.01,6713178,$31.19,$32.065,$31.00
08/28/2023,$31.195,4154366,$30.795,$31.295,$30.705
08/25/2023,$30.455,3734970,$30.34,$30.56,$29.895
08/24/2023,$30.03,2353448,$30.305,$30.405,$30.02
08/23/2023,$30.515,3315602,$30.325,$30.715,$30.04
08/22/2023,$30.655,4734672,$30.72,$30.97,$30.5575
08/21/2023,$30.71,2903498,$31.035,$31.075,$30.53
08/18/2023,$30.785,3092504,$30.05,$30.825,$29.955
08/17/2023,$30.22,1882864,$30.28,$30.595,$30.075
08/16/2023,$29.87,2051926,$29.90,$30.365,$29.79
08/15/2023,$29.915,2663222,$30.605,$30.635,$29.835
08/14/2023,$30.88,2278666,$30.785,$30.895,$30.4607
08/11/2023,$30.94,2376500,$30.685,$31.12,$30.645
08/10/2023,$30.75,3494502,$30.715,$31.01,$30.615
08/09/2023,$30.655,2517512,$30.745,$30.945,$30.58
08/08/2023,$30.49,2819014,$29.845,$30.525,$29.68
08/07/2023,$30.30,2301058,$30.57,$30.80,$30.285
08/04/2023,$30.45,3982870,$29.995,$30.775,$29.995
08/03/2023,$29.96,4132818,$29.795,$30.51,$29.125
08/02/2023,$29.63,4793226,$30.25,$30.25,$29.365
08/01/2023,$30.46,4091128,$30.025,$30.475,$29.90
07/31/2023,$30.40,3356912,$30.54,$30.835,$30.335
07/28/2023,$30.215,2000784,$29.705,$30.22,$29.5355
07/27/2023,$29.60,3553784,$30.17,$30.2975,$29.4925
07/26/2023,$29.98,3225296,$29.79,$30.12,$29.78
07/25/2023,$30.175,2972584,$29.895,$30.41,$29.875
07/24/2023,$29.85,2423268,$29.335,$30.0333,$29.335
07/21/2023,$29.135,2853090,$29.035,$29.255,$28.97
07/20/2023,$28.94,4266040,$29.145,$29.24,$28.535
07/19/2023,$28.90,3920102,$28.98,$29.245,$28.705
07/18/2023,$28.795,3512770,$28.00,$28.985,$27.925
07/17/2023,$27.95,3588142,$28.275,$28.3825,$27.925
07/14/2023,$28.305,2571124,$29.24,$29.30,$28.27
07/13/2023,$29.305,4525236,$29.00,$29.365,$28.77
07/12/2023,$28.895,2706100,$28.735,$29.0525,$28.715
07/11/2023,$28.49,2975476,$28.305,$28.545,$28.1145
07/10/2023,$28.02,2026812,$27.85,$28.25,$27.85
07/07/2023,$27.92,3345990,$26.905,$28.14,$26.885
07/06/2023,$27.035,3899936,$27.50,$27.63,$26.81
07/05/2023,$27.79,3888156,$28.265,$28.27,$27.76
07/03/2023,$28.155,1227242,$28.33,$28.62,$28.14
06/30/2023,$28.13,2008796,$28.00,$28.23,$27.83
06/29/2023,$27.83,2283976,$27.65,$27.845,$27.4075
06/28/2023,$27.50,5176722,$27.205,$27.50,$26.965
06/27/2023,$27.265,2332752,$27.14,$27.37,$27.05
06/26/2023,$27.335,4089360,$26.78,$27.555,$26.67
06/23/2023,$26.65,2971784,$26.595,$26.8075,$26.475
06/22/2023,$27.01,2231376,$26.905,$27.11,$26.745
06/21/2023,$27.33,4579584,$26.825,$27.415,$26.69
06/20/2023,$26.665,6688220,$27.25,$27.375,$26.33
06/16/2023,$27.505,3092042,$27.845,$27.96,$27.46
06/15/2023,$27.80,10229308,$27.52,$28.0175,$27.48
06/14/2023,$27.73,8004232,$28.52,$28.565,$27.5228
06/13/2023,$28.05,4807106,$28.005,$28.475,$27.945
06/12/2023,$27.515,3907158,$27.775,$28.005,$27.375
06/09/2023,$28.19,2491460,$28.115,$28.38,$27.89
06/08/2023,$28.09,3272324,$28.355,$28.355,$27.435
06/07/2023,$28.11,4130166,$28.145,$28.365,$27.98
06/06/2023,$27.925,3199844,$27.295,$27.9638,$27.25
06/05/2023,$27.695,4814120,$28.57,$28.63,$27.645
06/02/2023,$28.035,4706868,$27.92,$28.1725,$27.735
06/01/2023,$27.44,4824644,$26.995,$27.63,$26.88
05/31/2023,$26.94,2799344,$26.93,$27.095,$26.79
05/30/2023,$27.395,2104318,$27.495,$27.53,$27.15
05/26/2023,$27.845,6233012,$27.825,$27.96,$27.65
05/25/2023,$27.575,9797950,$28.105,$28.11,$27.38
05/24/2023,$28.47,5345470,$29.205,$29.205,$28.2762
05/23/2023,$29.045,4605756,$28.965,$29.245,$28.67
05/22/2023,$28.78,3073056,$28.50,$28.915,$28.23
05/19/2023,$28.52,3900810,$28.35,$28.585,$28.115
05/18/2023,$28.04,2394604,$27.79,$28.095,$27.48
05/17/2023,$28.015,3201216,$27.89,$28.065,$27.45
05/16/2023,$27.57,1828480,$28.245,$28.4225,$27.525
05/15/2023,$28.295,2153996,$27.955,$28.355,$27.785
05/12/2023,$27.745,3437964,$28.115,$28.28,$27.515
05/11/2023,$27.855,2906180,$27.875,$28.025,$27.57
05/10/2023,$28.295,2584218,$28.61,$28.69,$27.955
05/09/2023,$28.515,2748776,$28.25,$28.70,$28.235
05/08/2023,$28.575,3105668,$29.32,$29.485,$28.54
05/05/2023,$28.81,2914738,$28.13,$29.04,$28.12
05/04/2023,$27.40,5874482,$27.97,$28.07,$27.155
05/03/2023,$28.08,4702100,$28.22,$28.59,$28.005
05/02/2023,$28.625,3902402,$29.655,$29.71,$28.325
05/01/2023,$30.125,4749380,$30.05,$30.635,$30.05
04/28/2023,$30.485,3057832,$29.705,$30.625,$29.59
04/27/2023,$29.77,3095548,$29.345,$29.93,$29.31
04/26/2023,$29.415,6082322,$29.485,$29.80,$29.11
04/25/2023,$29.545,4660958,$29.925,$29.925,$29.385
04/24/2023,$30.21,4806292,$29.905,$30.2975,$29.795
04/21/2023,$29.925,6340068,$29.945,$30.10,$29.7075
04/20/2023,$29.875,5994780,$30.005,$30.32,$29.73
04/19/2023,$30.43,3599366,$30.105,$30.445,$30.105
04/18/2023,$30.545,3296680,$30.625,$30.895,$30.385
04/17/2023,$30.705,5454932,$30.935,$31.015,$30.505
04/14/2023,$31.005,3260756,$30.77,$31.175,$30.615
04/13/2023,$30.715,4296440,$30.01,$30.8325,$29.905
04/12/2023,$29.85,2324424,$29.725,$30.15,$29.725
04/11/2023,$29.655,2186070,$29.60,$29.705,$29.315
04/10/2023,$29.345,2119878,$29.25,$29.64,$29.12
04/06/2023,$29.265,3178112,$29.33,$29.525,$29.185
04/05/2023,$29.47,2386780,$29.75,$29.75,$29.065
04/04/2023,$29.545,4294714,$29.75,$29.765,$29.16
04/03/2023,$29.585,7452198,$28.905,$29.66,$28.88
03/31/2023,$27.675,2666346,$27.515,$27.82,$27.48
03/30/2023,$27.47,2342172,$27.59,$27.645,$27.21
03/29/2023,$27.27,3233052,$27.245,$27.465,$27.075
03/28/2023,$26.875,3223862,$26.26,$27.045,$26.26
03/27/2023,$26.31,3999144,$25.905,$26.53,$25.755
03/24/2023,$25.70,3398682,$25.165,$25.795,$25.04
03/23/2023,$25.75,5254258,$26.225,$26.645,$25.465
03/22/2023,$25.945,3689296,$26.57,$26.83,$25.925
03/21/2023,$26.455,3697394,$26.44,$26.6925,$26.00
03/20/2023,$25.78,4457900,$25.18,$25.835,$24.96
03/17/2023,$25.00,6001784,$25.34,$25.40,$24.495
03/16/2023,$25.415,12175136,$24.575,$25.805,$24.405
03/15/2023,$25.36,19994962,$25.725,$25.82,$24.405
03/14/2023,$26.79,6963636,$27.26,$27.885,$26.575
03/13/2023,$27.22,6035884,$27.435,$28.295,$27.00
03/10/2023,$28.21,3133412,$28.67,$29.095,$28.08
03/09/2023,$28.675,5086636,$29.125,$29.57,$28.6125
03/08/2023,$28.895,2783472,$28.825,$29.285,$28.61
03/07/2023,$28.86,2809460,$29.615,$29.76,$28.81
03/06/2023,$29.795,5533912,$29.76,$29.8975,$29.39
03/03/2023,$30.14,4108664,$29.06,$30.20,$29.06
03/02/2023,$29.45,6447976,$29.255,$29.765,$29.04
03/01/2023,$28.98,4165768,$28.365,$29.0175,$28.22
02/28/2023,$28.255,4219296,$28.73,$28.775,$28.19
02/27/2023,$28.545,3003402,$28.50,$28.75,$28.32
02/24/2023,$28.30,2984376,$27.545,$28.31,$27.35
02/23/2023,$27.89,3075050,$28.015,$28.135,$27.5101
02/22/2023,$27.47,4345448,$27.625,$27.89,$27.1325
02/21/2023,$27.595,3081052,$27.76,$27.945,$27.51
02/17/2023,$27.85,5812962,$28.68,$28.8075,$27.805
02/16/2023,$29.235,3438788,$29.685,$29.825,$29.195
02/15/2023,$29.715,3080252,$29.625,$29.845,$29.23
02/14/2023,$30.11,3114720,$30.30,$30.795,$30.0195
02/13/2023,$30.54,2602312,$30.17,$30.665,$29.965
02/10/2023,$30.305,3235192,$29.96,$30.465,$29.85
02/09/2023,$29.46,2346366,$29.73,$29.945,$29.345
02/08/2023,$29.66,3690622,$29.645,$29.96,$29.325
02/07/2023,$29.595,3482846,$29.005,$29.6983,$28.685
02/06/2023,$28.88,2370696,$28.845,$29.035,$28.30
02/03/2023,$28.95,3308982,$28.91,$29.655,$28.845
02/02/2023,$28.93,4429740,$29.685,$29.73,$28.72
02/01/2023,$29.60,5813834,$30.425,$30.61,$29.275
01/31/2023,$30.72,2729328,$30.155,$30.755,$29.865
01/30/2023,$30.215,4668830,$30.35,$30.795,$30.1775
01/27/2023,$31.065,5417590,$30.40,$31.15,$30.365
01/26/2023,$30.425,3340484,$30.21,$30.455,$29.705
01/25/2023,$29.80,2873476,$30.06,$30.135,$29.44
01/24/2023,$30.275,2711232,$30.325,$30.55,$30.0434
01/23/2023,$30.54,3123074,$30.32,$30.57,$30.25
01/20/2023,$30.175,3635768,$29.71,$30.275,$29.525
01/19/2023,$29.73,4397310,$29.075,$29.9275,$28.98
01/18/2023,$29.13,6398114,$29.545,$30.075,$29.0775
01/17/2023,$29.22,6143102,$28.80,$29.265,$28.785
01/13/2023,$28.665,3003546,$28.385,$28.79,$28.1725
01/12/2023,$28.47,3639442,$28.15,$28.6775,$27.91
01/11/2023,$27.83,3607310,$28.00,$28.315,$27.54
01/10/2023,$27.695,2956148,$27.68,$27.75,$27.0825
01/09/2023,$27.59,4880102,$27.77,$28.10,$27.53
01/06/2023,$27.265,4190820,$26.435,$27.34,$26.32
01/05/2023,$26.00,5999084,$25.985,$26.545,$25.885
01/04/2023,$26.14,6036324,$25.865,$26.5725,$25.82
01/03/2023,$26.08,6414500,$27.465,$27.50,$26.015
12/30/2022,$27.765,2690910,$27.685,$27.995,$27.595
12/29/2022,$27.885,3829604,$27.09,$27.9425,$27.08
12/28/2022,$27.205,3025676,$27.96,$28.085,$27.095
12/27/2022,$28.305,3212234,$28.15,$28.51,$27.89
12/23/2022,$27.915,2916296,$26.96,$27.915,$26.96
12/22/2022,$26.67,3325892,$27.50,$27.515,$26.385
12/21/2022,$27.51,2786662,$27.425,$27.535,$27.0575
12/20/2022,$26.935,2747548,$26.63,$27.03,$26.48
12/19/2022,$26.585,5158544,$26.545,$26.665,$26.155
12/16/2022,$26.22,40683920,$26.655,$26.8333,$26.11
12/15/2022,$27.205,9852330,$27.40,$27.49,$26.62
12/14/2022,$27.99,9631424,$28.46,$28.53,$27.775
12/13/2022,$28.215,3837128,$28.195,$28.675,$28.12
12/12/2022,$27.555,3596942,$27.53,$27.945,$27.27
12/09/2022,$27.29,3758644,$27.51,$27.72,$27.285
12/08/2022,$27.435,3551600,$27.98,$28.36,$27.29
12/07/2022,$27.485,3477952,$27.725,$28.065,$27.305
12/06/2022,$27.71,4345970,$28.37,$28.845,$27.67
12/05/2022,$28.565,5162044,$30.325,$30.635,$28.433
12/02/2022,$29.98,3214932,$29.645,$30.3725,$29.645
12/01/2022,$29.885,4067062,$30.155,$30.59,$29.785
11/30/2022,$29.86,5154736,$30.23,$30.615,$29.52
11/29/2022,$29.725,3486194,$29.895,$30.05,$29.31
11/28/2022,$29.525,3100888,$29.38,$29.96,$29.095
11/25/2022,$30.08,1460932,$30.15,$30.335,$29.97
11/23/2022,$29.985,2879928,$29.92,$30.315,$29.86
11/22/2022,$30.39,3011712,$30.245,$30.4875,$29.915
11/21/2022,$29.715,4474632,$29.355,$29.725,$28.465
11/18/2022,$29.86,3337880,$29.36,$29.935,$29.12
11/17/2022,$30.05,3020262,$29.85,$30.21,$29.435
11/16/2022,$30.37,2565786,$31.025,$31.05,$30.295
11/15/2022,$31.17,2618674,$30.705,$31.2625,$30.42
11/14/2022,$30.44,2400610,$30.71,$31.16,$30.43
11/11/2022,$30.96,3840692,$31.07,$31.285,$30.81
11/10/2022,$30.47,4542190,$30.04,$30.57,$29.95
11/09/2022,$29.415,5057292,$30.00,$30.15,$29.285
11/08/2022,$30.385,4158982,$30.59,$30.74,$30.075
11/07/2022,$30.59,4200638,$30.74,$30.98,$30.302
11/04/2022,$30.585,4763216,$30.95,$31.13,$30.16
11/03/2022,$30.005,4854298,$29.505,$30.35,$29.29
11/02/2022,$29.95,3847662,$30.135,$30.625,$29.615
11/01/2022,$30.18,2841600,$30.54,$30.62,$30.07
10/31/2022,$29.97,3387616,$29.53,$30.345,$29.48
10/28/2022,$29.92,3360560,$30.10,$30.245,$29.355
10/27/2022,$30.03,3641660,$30.43,$30.75,$29.915
10/26/2022,$30.065,3732518,$29.835,$30.53,$29.795
10/25/2022,$29.69,3157372,$29.36,$29.755,$29.195
10/24/2022,$29.315,4144594,$29.12,$29.645,$28.945
10/21/2022,$29.325,5651208,$28.41,$29.435,$28.325
10/20/2022,$28.335,6740764,$28.03,$28.85,$27.975
10/19/2022,$27.665,4237500,$26.77,$27.725,$26.755
10/18/2022,$26.595,3909058,$27.09,$27.20,$25.965
10/17/2022,$26.765,3478370,$27.08,$27.59,$26.75
10/14/2022,$26.465,5612530,$26.95,$27.375,$26.445
10/13/2022,$27.315,5450214,$25.69,$27.44,$25.69
10/12/2022,$26.215,5059940,$26.28,$26.61,$25.64
